CITY,DISTRICT,NEIGHBOURHOOD,AIR CONDITIONING,FURNISHED,CAR PARK,CENTRAL HEATING,GAS COMBI,UNDERFLOOR HEATING,UNDERFLOOR COOLING,REALTOR FEE,TOTAL FLOORS,COMPLETION DATE,SUBTYPE,PROPERTY SIZE,STOREYS,BEDROOM,BATHROOM,BALCONY,FLOOR,PRICE
Antalya,Muratpaşa,Sinan,1,0,0,0,0,0,0,FREE,5,12 / 2025,Ground Floor,58.0,1,1,1,1,,116.0
Antalya,Muratpaşa,Sinan,1,0,0,0,0,0,0,FREE,5,12 / 2025,Middle Floor,58.0,1,1,1,1,,122.0
Antalya,Muratpaşa,Sinan,1,0,0,0,0,0,0,FREE,5,12 / 2025,Penthouse,116.0,2,2,2,2,,251.0
Antalya,Kepez,Çankaya,1,0,0,0,0,0,0,FREE,6,1 / 2025,Middle Floor,155.0,1,3,2,1,,713.0
Antalya,Kepez,Çankaya,1,0,0,0,0,0,0,FREE,6,1 / 2025,Middle Floor,170.0,1,4,2,2,,746.0
İstanbul,Şişli,Fulya,1,0,0,0,0,0,0,FREE,15,2 / 2025,Middle Floor,44.0,1,Studio,1,,4,333.0
Antalya,Döşemealtı,Yeşilbayır,1,0,0,0,1,1,0,FREE,3,12 / 2024,Ground Floor,170.0,1,4,2,2,,597.0
Antalya,Döşemealtı,Düzlerçamı,1,0,0,0,0,1,0,FREE,2,6 / 2024,Detached Villa,271.0,2,6,3,1,,1260.0
Antalya,Kepez,Göçerler,1,0,0,0,0,0,0,FREE,6,12 / 2024,Middle Floor,92.0,1,2,1,1,,350.0
Antalya,Kepez,Gülveren,1,0,0,0,1,1,0,FREE,9,11 / 2023,Middle Floor,90.0,1,2,2,1,,504.0
Antalya,Kepez,Gülveren,1,0,0,0,1,1,0,FREE,9,11 / 2023,Middle Floor,120.0,1,3,2,1,,690.0
Antalya,Serik,Kadriye,1,0,0,0,0,0,0,FREE,3,8 / 2024,Detached Villa,277.0,3,4,4,3,,550.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,2,6 / 2024,Shop,700.0,1,Studio,,,,2405.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,,6 / 2024,Shop,440.0,2,Studio,,,,849.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,8,9 / 2024,Ground Floor,65.0,1,1,1,1,,127.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,8,9 / 2024,Middle Floor,70.0,1,1,1,1,4,133.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,8,9 / 2024,Ground Floor,120.0,1,2,2,2,,172.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,8,9 / 2024,Middle Floor,95.0,1,2,2,2,2,176.0
Bursa,Nilüfer,Çamlıca,0,0,1,0,1,1,0,FREE,3,6 / 2024,Detached Villa,500.0,3,6,4,3,1,1075.0
Antalya,Serik,Kadriye,1,1,1,0,0,0,0,%2,2,1 / 1998,Semi-Detached Villa,220.0,2,3,3,1,,260.0
İstanbul,Arnavutköy,Anadolu,0,0,0,1,1,0,0,%2,3,2 / 2018,Duplex,206.0,2,5,4,2,3,139.0
İstanbul,Esenyurt,Zafer,1,1,0,0,1,0,0,%2,38,1 / 2022,Middle Floor,147.0,1,3,2,1,1,140.0
İzmir,Çeşme,İsmet İnönü,0,1,0,0,0,0,0,%2,2,8 / 2015,Detached Villa,120.0,2,3,3,1,1,790.0
Bursa,Nilüfer,Gümüştepe,1,0,1,0,1,1,0,%2,3,4 / 2024,Detached Villa,309.0,3,4,3,1,1,653.0
Antalya,Konyaaltı,Hurma,1,0,0,0,0,1,0,FREE,4,8 / 2024,Ground Floor,75.0,2,2,1,1,,190.0
Antalya,Konyaaltı,Hurma,1,0,0,0,0,1,0,FREE,4,8 / 2024,Middle Floor,75.0,1,2,2,1,,210.0
Antalya,Konyaaltı,Hurma,1,0,0,0,0,1,0,FREE,4,8 / 2024,Penthouse,140.0,2,4,3,2,,350.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,12,7 / 2024,Middle Floor,55.0,1,1,1,1,,102.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,12,7 / 2024,Middle Floor,85.0,1,2,1,1,,140.0
Antalya,Döşemealtı,Altınkale,1,0,1,0,0,1,0,FREE,3,6 / 2024,Detached Villa,254.0,3,4,4,3,,750.0
İstanbul,Başakşehir,Bahçeşehir 1. Kısım,1,0,0,0,0,1,0,FREE,,12 / 2023,Semi-Detached Villa,232.0,1,5,2,2,,1105.0
İstanbul,Başakşehir,Bahçeşehir 1. Kısım,1,0,0,0,0,1,0,FREE,,12 / 2023,Semi-Detached Villa,216.0,2,4,2,2,,1140.0
Muğla,Bodrum,Turgutreis,1,0,1,0,0,1,0,%2,,12 / 2023,Detached Villa,450.0,1,4,5,1,,1750.0
Bursa,Nilüfer,Hasanağa,0,0,1,0,1,1,0,%2,10,6 / 2023,Duplex,189.0,2,3,4,3,9,201.0
Bursa,Nilüfer,Hasanağa,0,0,1,0,1,1,0,%2,10,6 / 2023,Duplex,213.0,2,4,4,4,9,217.0
Bursa,Nilüfer,Hasanağa,0,0,1,0,1,1,0,%2,10,6 / 2023,Duplex,357.0,2,5,5,4,9,266.0
Bursa,Nilüfer,30 Ağustos Zafer,0,0,0,0,1,1,0,%2,6,10 / 2023,Middle Floor,212.0,1,3,2,1,1,181.0
Bursa,Nilüfer,30 Ağustos Zafer,0,0,0,0,1,1,0,%2,6,10 / 2023,Duplex,424.0,2,5,3,2,4,255.0
Muğla,Bodrum,Yalıkavak,1,1,1,0,0,0,0,%2,2,6 / 2012,Detached Villa,223.0,2,4,3,1,,1260.0
Bursa,Nilüfer,Altınşehir,0,0,1,0,1,1,0,FREE,22,12 / 2025,Middle Floor,91.0,1,2,2,1,,163.0
Bursa,Nilüfer,Altınşehir,0,0,1,0,1,1,0,FREE,22,12 / 2025,Middle Floor,136.0,1,3,2,2,2,241.0
Bursa,Nilüfer,Kayapa,0,1,0,0,1,1,0,%2,9,12 / 2024,Middle Floor,97.0,1,2,1,1,1,111.0
Bursa,Nilüfer,Altınşehir,0,0,1,0,1,1,0,FREE,25,12 / 2025,Office,42.0,1,1,,,1,83.0
Bursa,Nilüfer,Odunluk,1,0,0,0,1,1,0,%2,9,12 / 2024,Middle Floor,225.0,1,3,2,1,1,425.0
Bursa,Nilüfer,Odunluk,1,0,0,0,1,1,0,%2,9,12 / 2024,Duplex,385.0,2,5,4,2,8,710.0
Muğla,Bodrum,Göltürkbükü,1,1,1,0,0,0,0,%2,,8 / 2005,Country House,982.0,1,12,11,,,4430.0
Muğla,Seydikemer,Kadıköy,1,0,1,0,0,0,0,%2,1,12 / 2024,Ground Floor,210.0,1,3,3,1,1,340.0
Bursa,Nilüfer,Altınşehir,0,0,1,0,1,1,0,FREE,25,12 / 2026,Middle Floor,80.0,1,2,2,2,15,177.0
Bursa,Nilüfer,Altınşehir,0,0,1,0,1,1,0,FREE,25,12 / 2026,Middle Floor,114.0,1,3,2,1,8,247.0
Antalya,Kaş,Kalkan,1,1,1,0,0,1,1,%2,3,Off Plan,Detached Villa,455.0,3,4,4,1,1,1250.0
İstanbul,Beyoğlu,Keçeci Piri,1,0,0,0,0,1,0,FREE,15,12 / 2024,Middle Floor,102.0,1,1,1,1,,690.0
İstanbul,Beyoğlu,Keçeci Piri,1,0,0,0,0,1,0,FREE,15,12 / 2024,Middle Floor,144.0,1,2,2,1,,1285.0
İstanbul,Beyoğlu,Keçeci Piri,1,0,0,0,0,1,0,FREE,15,12 / 2024,Middle Floor,303.0,1,3,2,2,,1900.0
İstanbul,Beyoğlu,Keçeci Piri,1,0,0,0,0,1,0,FREE,15,12 / 2024,Middle Floor,258.0,1,4,2,2,,2535.0
Muğla,Seydikemer,Kadıköy,1,0,1,0,0,0,0,%2,2,8 / 2024,Detached Villa,150.0,2,3,3,1,1,350.0
Bursa,Gemlik,Haydariye,0,0,1,0,1,1,0,%2,2,12 / 2024,Detached Villa,300.0,2,4,5,2,1,415.0
Antalya,Kepez,Baraj,1,0,1,0,0,1,0,FREE,6,5 / 2024,Middle Floor,59.0,1,1,1,1,,139.0
Antalya,Kepez,Baraj,1,0,1,0,0,1,0,FREE,6,5 / 2024,Ground Floor,59.0,1,1,1,1,,145.0
Antalya,Kepez,Baraj,1,0,1,0,0,1,0,FREE,6,5 / 2024,Ground Floor,90.0,1,2,2,1,,184.0
Antalya,Kepez,Baraj,1,0,1,0,0,1,0,FREE,6,5 / 2024,Middle Floor,90.0,1,2,2,1,,184.0
Bursa,Nilüfer,30 Ağustos Zafer,0,0,0,0,1,1,0,%2,4,6 / 2025,Ground Floor,55.0,1,1,1,1,1,60.0
Bursa,Nilüfer,30 Ağustos Zafer,0,0,0,0,1,1,0,%2,4,6 / 2025,Ground Floor,78.0,1,2,2,1,1,91.5
Bursa,Nilüfer,30 Ağustos Zafer,0,0,0,0,1,1,0,%2,4,6 / 2025,Ground Floor,110.0,1,3,2,3,1,117.0
Bursa,Nilüfer,Balkan,1,0,1,0,1,1,0,%2,8,6 / 2024,Middle Floor,191.0,1,3,2,2,1,161.0
Mersin,Mezitli,Akdeniz,1,0,1,0,1,0,0,FREE,15,7 / 2026,Middle Floor,61.0,1,1,1,2,1,69.0
Mersin,Mezitli,Akdeniz,1,0,1,0,1,0,0,FREE,15,7 / 2026,Middle Floor,90.0,1,2,1,2,1,92.0
Mersin,Mezitli,Akdeniz,1,0,1,0,1,0,0,FREE,15,7 / 2026,Middle Floor,130.0,1,3,2,1,1,145.0
Antalya,Kepez,Ayanoğlu,0,0,1,0,0,0,0,FREE,4,7 / 2024,Middle Floor,48.0,1,1,1,1,,77.0
Antalya,Kepez,Ayanoğlu,0,0,1,0,0,0,0,FREE,4,7 / 2024,Middle Floor,72.0,1,2,1,1,,107.0
Bursa,Nilüfer,23 Nisan,0,0,1,0,1,0,0,FREE,22,6 / 2024,Office,40.0,1,1,,,1,98.0
Yalova,Çınarcık,Cumhuriyet,1,0,1,0,0,0,0,%2,4,9 / 2018,Duplex,90.0,2,2,2,1,1,70.0
Muğla,Bodrum,Gümüşlük,1,0,1,0,0,1,0,%2,,12 / 2023,Detached Villa,210.0,1,4,3,,,842.0
Muğla,Bodrum,Gümüşlük,1,0,1,0,0,1,0,%2,,12 / 2023,Detached Villa,237.0,1,5,4,,,898.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,0,0,FREE,,6 / 2025,Ground Floor,30.0,1,1,1,1,,162.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,0,0,FREE,,6 / 2025,Middle Floor,60.0,1,1,1,,,323.0
İstanbul,Bağcılar,Mahmutbey,0,0,0,0,1,0,0,%2,28,12 / 2020,Middle Floor,62.0,1,1,1,,2,97.5
Antalya,Döşemealtı,Yeşilbayır,1,0,1,0,1,1,0,%2,2,9 / 2022,Semi-Detached Villa,180.0,2,3,3,2,,637.0
Antalya,Döşemealtı,Yeşilbayır,1,0,1,0,1,1,0,%2,2,9 / 2022,Detached Villa,280.0,2,4,4,3,,778.0
Muğla,Milas,Boğaziçi,1,1,1,0,0,0,0,%2,3,7 / 2023,Semi-Detached Villa,175.0,3,3,3,2,3,1260.0
Bursa,Nilüfer,Altınşehir,1,0,1,0,1,1,0,%2,15,10 / 2023,Penthouse,150.0,2,3,2,1,14,261.0
Antalya,Muratpaşa,Zerdalilik,1,0,1,0,1,0,0,FREE,4,12 / 2024,Penthouse,125.0,2,3,2,2,,197.0
Muğla,Milas,Boğaziçi,0,0,1,0,0,1,0,%2,2,10 / 2024,Semi-Detached Villa,127.0,1,3,2,1,,578.0
Muğla,Milas,Boğaziçi,0,0,1,0,0,1,0,%2,2,10 / 2024,Semi-Detached Villa,171.0,1,4,2,1,,711.0
Muğla,Bodrum,Göltürkbükü,1,1,1,0,0,1,0,%2,2,7 / 2023,Detached Villa,265.0,2,4,4,2,,1150.0
Muğla,Bodrum,Yalıkavak,1,0,1,0,0,0,0,%2,,4 / 2007,Detached Villa,95.0,2,3,2,2,,485.0
İstanbul,Başakşehir,Bahçeşehir 1. Kısım,1,0,0,0,0,1,0,FREE,5,12 / 2023,Middle Floor,165.0,1,3,2,1,,488.0
İstanbul,Başakşehir,Bahçeşehir 1. Kısım,1,0,0,0,0,1,0,FREE,5,12 / 2023,Middle Floor,192.0,1,4,2,1,,588.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,1,1,0,FREE,,8 / 2024,Shop,144.0,1,1,,,,538.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,%2,,Off Plan,Middle Floor,57.0,1,1,1,1,,135.0
Muğla,Bodrum,Torba,1,0,1,0,0,1,0,%2,2,10 / 2023,Detached Villa,177.0,2,3,3,2,,923.0
Antalya,Kepez,Gülveren,1,0,0,0,1,0,0,FREE,9,11 / 2023,Middle Floor,60.0,1,1,1,1,,299.0
Antalya,Konyaaltı,Liman,1,0,0,0,0,0,0,FREE,2,6 / 1998,Shop,402.0,2,4,,,,849.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,6,8 / 2024,Middle Floor,94.0,1,2,1,1,3,180.0
Muğla,Bodrum,Yalıkavak,1,0,1,0,0,1,0,%2,,6 / 2025,Detached Villa,157.0,2,3,3,1,,2160.0
İstanbul,Bahçelievler,Bahçelievler Merkez,1,0,0,0,0,1,0,FREE,13,12 / 2024,Middle Floor,64.0,1,1,1,1,,288.0
İstanbul,Bahçelievler,Bahçelievler Merkez,1,0,0,0,0,1,0,FREE,13,12 / 2024,Middle Floor,100.0,1,2,2,1,,448.0
İstanbul,Bahçelievler,Bahçelievler Merkez,1,0,0,0,0,1,0,FREE,13,12 / 2024,Middle Floor,163.0,1,3,2,2,,748.0
İstanbul,Bahçelievler,Bahçelievler Merkez,1,0,0,0,0,1,0,FREE,13,12 / 2024,Middle Floor,231.0,1,4,3,2,,1040.0
Antalya,Muratpaşa,Elmalı,1,1,0,0,0,0,0,%2,5,6 / 1998,Middle Floor,75.0,1,1,1,,1,80.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,Off Plan,Detached Villa,440.0,3,6,8,2,1,4000.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,Off Plan,Detached Villa,445.0,3,6,8,2,1,4100.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,6 / 2025,Detached Villa,455.0,3,6,7,2,1,4750.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,6 / 2025,Detached Villa,440.0,3,5,6,1,1,4000.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,6 / 2025,Detached Villa,450.0,3,6,5,2,1,3800.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,Off Plan,Detached Villa,460.0,3,6,8,2,1,4000.0
İzmir,Çeşme,Çakabey,1,0,1,0,0,1,0,FREE,3,Off Plan,Detached Villa,650.0,3,6,8,2,1,5000.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,%2,3,6 / 2012,Detached Villa,270.0,3,4,3,3,,410.0
Antalya,Serik,Belek,1,0,0,0,0,0,0,FREE,3,11 / 2009,Ground Floor,70.0,1,1,1,1,,98.0
Antalya,Kaş,Yeşilköy,1,1,1,1,0,0,0,%2,2,1 / 2010,Mansion,700.0,2,6,4,4,,7000.0
Trabzon,Araklı,Merkez,1,1,1,0,0,0,0,FREE,4,10 / 2022,Middle Floor,115.0,1,2,2,2,,56.0
Trabzon,Araklı,Merkez,1,1,1,0,0,0,0,FREE,4,10 / 2022,Middle Floor,145.0,1,3,2,2,,93.5
Trabzon,Araklı,Merkez,1,1,1,0,0,0,0,FREE,4,10 / 2022,Middle Floor,240.0,1,4,3,3,,135.0
Antalya,Döşemealtı,Nebiler,1,0,1,0,0,0,0,%2,3,3 / 2013,Detached Villa,330.0,3,6,5,5,,524.0
Antalya,Konyaaltı,Sarısu,1,1,0,0,0,0,0,%2,2,1 / 2019,Middle Floor,115.0,1,2,2,1,1,133.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,4 / 2025,Middle Floor,54.0,1,1,1,1,,102.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,4 / 2025,Penthouse,110.0,1,2,3,3,,182.0
Antalya,Kepez,Gülveren,1,0,0,0,0,1,0,%2,12,10 / 2023,Middle Floor,92.0,1,2,2,1,1,305.0
Antalya,Kemer,Beycik,1,0,0,0,0,0,0,%2,3,10 / 2021,Semi-Detached Villa,135.0,3,3,2,2,,145.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,0,0,%2,,1 / 2023,Middle Floor,110.0,3,2,2,,,132.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,0,0,%2,,1 / 2023,Duplex,125.0,1,3,2,2,,163.0
Muğla,Fethiye,Ölüdeniz,1,1,1,0,0,0,0,%2,,1 / 2016,Detached Villa,220.0,1,4,4,2,,498.0
İstanbul,Avcılar,Tahtakale,0,0,1,0,1,0,0,FREE,13,8 / 2024,Middle Floor,129.0,1,2,2,1,,189.0
İstanbul,Avcılar,Tahtakale,0,0,1,0,1,0,0,FREE,13,8 / 2024,Ground Floor,163.0,1,3,2,1,,233.0
İstanbul,Avcılar,Tahtakale,0,0,1,0,1,0,0,FREE,13,8 / 2024,Ground Floor,245.0,1,4,2,1,,587.0
İstanbul,Eyüpsultan,Alibeyköy,0,0,0,0,0,1,0,FREE,10,3 / 2026,Middle Floor,50.0,1,1,1,,,118.0
İstanbul,Eyüpsultan,Alibeyköy,0,0,0,0,0,1,0,FREE,10,3 / 2026,Middle Floor,90.0,1,2,1,1,,224.0
İstanbul,Büyükçekmece,Karaagaç,0,0,1,0,1,1,0,FREE,2,5 / 2024,Detached Villa,406.0,1,5,3,,,1855.0
İstanbul,Büyükçekmece,Karaagaç,0,0,1,0,1,1,0,FREE,2,5 / 2024,Detached Villa,468.0,1,6,3,,,2145.0
İstanbul,Büyükçekmece,Karaagaç,0,0,1,0,1,1,0,FREE,2,5 / 2024,Detached Villa,503.0,1,7,3,,,2240.0
Muğla,Fethiye,Karaçulha,1,0,1,0,0,0,0,FREE,3,Off Plan,Middle Floor,55.0,1,1,1,1,,105.0
Muğla,Fethiye,Karaçulha,1,0,1,0,0,0,0,FREE,3,Off Plan,Middle Floor,77.0,1,2,1,,,142.0
Muğla,Fethiye,Karaçulha,1,0,1,0,0,0,0,FREE,3,Off Plan,Duplex,115.0,1,3,2,1,,170.0
Muğla,Milas,Boğaziçi,1,0,1,0,0,0,0,%2,3,6 / 2024,Penthouse,140.0,1,2,2,1,2,630.0
Muğla,Milas,Boğaziçi,1,0,1,0,0,0,0,%2,3,6 / 2024,Duplex,206.0,3,4,4,2,,793.0
Muğla,Milas,Boğaziçi,1,0,1,0,0,1,0,%2,2,6 / 2024,Detached Villa,300.0,2,4,5,2,,1635.0
Antalya,Serik,Kadriye,1,1,0,0,0,0,0,%2,3,4 / 2022,Ground Floor,60.0,1,1,1,2,,120.0
İzmir,Çeşme,Reisdere,1,0,1,0,0,1,0,FREE,3,12 / 2024,Semi-Detached Villa,250.0,2,4,4,3,1,1300.0
Antalya,Aksu,Kemerağzı,1,1,0,0,0,0,0,%2,3,5 / 2016,Duplex,160.0,2,2,2,2,2,190.0
İstanbul,Arnavutköy,Hicret,1,0,0,0,1,0,0,FREE,6,12 / 2024,Middle Floor,69.0,1,1,1,,,209.0
İstanbul,Arnavutköy,Hicret,1,0,0,0,1,0,0,FREE,6,12 / 2024,Middle Floor,125.0,1,2,2,1,,324.0
İstanbul,Arnavutköy,Hicret,1,0,0,0,1,0,0,FREE,6,12 / 2024,Middle Floor,169.0,1,3,2,1,,410.0
İstanbul,Arnavutköy,Hicret,1,0,0,0,1,0,0,FREE,6,12 / 2024,Duplex,287.0,2,5,2,1,6,647.0
İstanbul,Eyüpsultan,Mithatpaşa,1,0,0,0,0,1,0,FREE,3,6 / 2025,Detached Villa,283.0,3,6,2,,,1960.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,0,0,0,FREE,6,6 / 2025,Ground Floor,70.0,1,2,1,1,,155.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,0,0,0,FREE,6,6 / 2025,Middle Floor,110.0,1,3,2,1,3,233.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,0,0,0,FREE,6,6 / 2025,Duplex,230.0,2,5,4,,6,400.0
Antalya,Kepez,Altınova Sinan,1,0,1,0,0,0,0,FREE,11,12 / 2026,Office,50.0,1,1,,,,224.0
Antalya,Kepez,Altınova Sinan,1,0,1,0,0,0,0,FREE,11,12 / 2026,Office,100.0,2,2,,,,364.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,1 / 2026,Middle Floor,56.0,1,1,1,1,,129.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,1 / 2026,Middle Floor,113.0,1,3,3,2,,270.0
Antalya,Alanya,Mahmutlar,1,0,0,0,0,0,0,FREE,,1 / 2026,Penthouse,110.0,1,2,2,1,,295.0
Muğla,Bodrum,Yalıkavak,1,0,1,0,0,1,0,%2,2,10 / 2024,Detached Villa,400.0,1,6,6,,,2200.0
Antalya,Muratpaşa,Ermenek,1,0,0,0,0,0,0,FREE,3,8 / 2022,Ground Floor,65.0,1,1,1,1,,126.0
Aydın,Kuşadası,Soğucak,1,0,1,0,0,1,0,FREE,2,Off Plan,Detached Villa,283.0,2,4,3,1,,950.0
İstanbul,Kadıköy,Suadiye,0,0,1,0,1,0,0,%2,10,10 / 2018,Penthouse,270.0,2,5,3,2,10,693.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,%2,7,1 / 2024,Middle Floor,60.0,1,1,1,1,2,69.0
Trabzon,Ortahisar,Yalıncak,0,0,1,0,1,0,0,FREE,6,12 / 2025,Middle Floor,55.0,1,1,1,1,,68.5
Trabzon,Ortahisar,Yalıncak,0,0,1,0,1,0,0,FREE,6,12 / 2025,Middle Floor,75.0,1,2,1,1,,93.5
Trabzon,Ortahisar,Yalıncak,0,0,1,0,1,0,0,FREE,6,12 / 2025,Middle Floor,150.0,1,3,2,2,,156.0
Antalya,Alanya,Mahmutlar,1,1,0,0,0,0,0,FREE,,4 / 2020,Middle Floor,87.0,1,2,2,1,,105.0
İzmir,Bayraklı,Manavkuyu,1,0,1,0,0,0,0,FREE,9,12 / 2023,Office,77.0,1,2,2,1,4,199.0
Antalya,Muratpaşa,Deniz,1,1,1,0,1,0,0,%2,5,6 / 2022,Middle Floor,85.0,1,2,1,1,1,182.0
Aydın,Kuşadası,Güzelçamlı,1,0,1,0,0,0,0,FREE,2,11 / 2024,Detached Villa,135.0,2,3,3,2,1,368.0
Aydın,Kuşadası,Karaova,1,0,1,0,1,1,0,FREE,2,12 / 2024,Detached Villa,194.0,2,4,4,2,1,950.0
İzmir,Bayraklı,Osmangazi,1,0,1,1,0,1,0,FREE,14,12 / 2023,Ground Floor,180.0,1,4,2,2,5,322.0
Ankara,Yenimahalle,Beştepe,0,0,1,0,1,0,0,%2,14,6 / 1989,Middle Floor,140.0,1,3,1,2,9,198.0
Aydın,Kuşadası,Değirmendere,1,0,1,0,1,1,0,FREE,2,3 / 2025,Detached Villa,300.0,2,4,3,3,1,850.0
Ankara,Etimesgut,Fatih Sultan,0,0,1,0,1,0,0,%2,7,6 / 2015,Shop,2.85,5+,Studio,,,,2690.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,%2,3,9 / 2006,Semi-Detached Villa,230.0,3,4,3,2,,300.0
İstanbul,Fatih,Seyyid Ömer,0,0,0,1,0,0,0,%2,5,1 / 1997,Middle Floor,55.0,1,1,1,1,4,79.5
Antalya,Serik,Belek,1,1,1,0,0,0,0,%2,3,9 / 2006,Semi-Detached Villa,230.0,3,3,3,2,,300.0
Bursa,Nilüfer,Üçevler,0,0,1,0,1,1,0,FREE,2,9 / 2024,Townhouse,260.0,2,5,4,2,1,665.0
İstanbul,Fatih,Seyyid Ömer,0,0,0,1,0,0,0,%2,5,1 / 1997,Duplex,110.0,2,2,2,1,5,118.0
İstanbul,Eyüpsultan,Çırçır,0,0,0,1,0,0,0,%2,12,1 / 2024,Middle Floor,91.0,1,2,1,1,5,118.0
İstanbul,Beşiktaş,Gayrettepe,1,1,1,1,0,0,0,%2,7,1 / 1984,Middle Floor,130.0,1,3,2,1,7,280.0
Trabzon,Ortahisar,Çukurçayır,0,1,1,0,1,0,0,%2,13,12 / 2022,Middle Floor,120.0,1,2,2,1,11,93.5
Antalya,Kemer,Çamyuva,1,1,0,0,0,1,0,%2,2,6 / 2008,Middle Floor,85.0,2,2,1,2,,210.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,12 / 2023,Middle Floor,121.0,1,2,2,1,,290.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,12 / 2023,Penthouse,264.0,1,3,3,2,,575.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,%2,4,6 / 2024,Middle Floor,55.0,1,1,1,1,2,85.0
Antalya,Konyaaltı,Hurma,1,1,1,0,0,0,0,%2,4,1 / 2016,Middle Floor,90.0,1,2,1,1,1,146.0
Ankara,Yenimahalle,Ostim OSB,1,1,1,0,1,0,0,%2,4,6 / 2016,Shop,1.35,4,Studio,,,,2125.0
İstanbul,Bağcılar,Kirazlı,1,0,0,0,1,0,0,FREE,12,12 / 2024,Middle Floor,121.0,1,2,2,1,,333.0
İstanbul,Bağcılar,Kirazlı,1,0,0,0,1,0,0,FREE,12,12 / 2024,Middle Floor,148.0,1,3,2,1,,402.0
İstanbul,Bağcılar,Kirazlı,1,0,0,0,1,0,0,FREE,12,12 / 2024,Ground Floor,186.0,1,4,2,1,,609.0
Antalya,Kepez,Aydoğmuş,0,0,1,0,0,0,0,%2,5,9 / 2024,Ground Floor,100.0,1,2,1,,,113.0
Antalya,Kepez,Aydoğmuş,0,0,1,0,0,0,0,%2,5,9 / 2024,Middle Floor,110.0,1,2,2,1,,127.0
Antalya,Döşemealtı,Çıplaklı,0,0,1,0,0,0,0,%2,12,8 / 2020,Middle Floor,115.0,1,2,2,2,11,125.0
Antalya,Kepez,Gülveren,1,0,0,0,0,1,0,%2,12,10 / 2023,Middle Floor,160.0,1,3,2,1,,575.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,0,0,1,%2,6,8 / 2024,Ground Floor,72.0,1,1,1,1,,114.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,0,0,1,%2,6,8 / 2024,Middle Floor,49.0,1,1,1,1,,120.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,0,0,1,%2,6,8 / 2024,Middle Floor,86.0,2,2,1,,,160.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,0,0,1,%2,6,8 / 2024,Penthouse,99.0,2,2,1,1,,183.0
Antalya,Konyaaltı,Sarısu,1,0,1,0,0,0,1,%2,6,8 / 2024,Penthouse,147.0,1,3,2,1,,244.0
İstanbul,Küçükçekmece,İnönü,1,0,0,0,0,1,0,FREE,8,8 / 2025,Middle Floor,64.0,1,1,1,1,,214.0
İstanbul,Küçükçekmece,İnönü,1,0,0,0,0,1,0,FREE,8,8 / 2025,Middle Floor,115.0,1,2,2,1,,233.0
İstanbul,Küçükçekmece,İnönü,1,0,0,0,0,1,0,FREE,8,8 / 2025,Middle Floor,170.0,1,3,2,1,,421.0
İzmir,Torbalı,Taşkesik,1,0,1,0,0,0,0,FREE,2,6 / 2024,Semi-Detached Villa,153.0,2,4,2,1,1,175.0
